sample_id,split,split_type,heldout
MISC62,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC63,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC64,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC65,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC66,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC67,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC68,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC69,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC70,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC71,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC72,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC73,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX152,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN36,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN37,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN38,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN39,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN40,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN41,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN42,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN43,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN44,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN45,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN46,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN47,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN48,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
ZEN49,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX70,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX28,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX29,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX49,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND33,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND34,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND35,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND36,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND91,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND92,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND93,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND95,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND96,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX89,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX90,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX91,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX92,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX73,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX56,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX27,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX30,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX31,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI653,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI654,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI655,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI656,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI657,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI628,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI629,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI630,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI631,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI632,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI633,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI634,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI635,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI636,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI637,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI638,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI639,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI640,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI641,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND63,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND64,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND65,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND66,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND67,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND68,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC1,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC10,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC11,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC12,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC2,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC3,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC4,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC5,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC6,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC7,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC8,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC9,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX68,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI776,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX13,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX14,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX39,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX23,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX53,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX24,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX50,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI1,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI2,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI3,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI4,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI591,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI592,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI593,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI594,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI595,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI771,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX15,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC101,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC102,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC103,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC104,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC105,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC106,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC107,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC108,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC109,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC110,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC111,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC112,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC113,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC114,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC115,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC116,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC117,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC118,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC119,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC120,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC121,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC122,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC123,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC124,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC125,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC126,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC127,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC128,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC129,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC130,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC131,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC132,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC133,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC134,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC135,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC136,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC138,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC139,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC140,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC141,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC142,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI562,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI563,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI564,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI565,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI566,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI567,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI568,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI538,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI539,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI540,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND48,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND49,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND54,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX71,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI599,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI692,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI693,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI694,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI695,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI696,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI697,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI698,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI699,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI700,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI701,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI702,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI703,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI704,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI705,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI706,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI707,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI708,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI709,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI710,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI711,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI712,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI713,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI714,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT1,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT10,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT11,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT12,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT13,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT14,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT15,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT16,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT17,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT18,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT19,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT2,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT20,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT21,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT22,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT23,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT24,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT3,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT4,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT5,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT6,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT7,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT8,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
INT9,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI642,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI643,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI826,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI827,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI828,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI829,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI830,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI831,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI832,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI833,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI672,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI673,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI674,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI675,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC13,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC14,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC15,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC16,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC17,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC18,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC19,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC20,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC21,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC22,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC23,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC24,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC25,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC26,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC27,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC28,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC29,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC30,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC31,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MISC32,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI534,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI535,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI536,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI537,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND41,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND45,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND47,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND51,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND52,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX62,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX72,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND85,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND86,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND87,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND88,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND89,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
MEND90,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX16,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI681,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI682,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI683,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
NCBI684,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
TENX51,train,leave_cohort_out,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases
